Time;U_t;V_t;
0.000000E0;9.166242E-2;  0
3.332662E-2;9.166996E-2;-7.047999E-5
6.665325E-2;9.165772E-2;3.453649E-5
9.997987E-2;9.167226E-2;-1.712510E-5
1.333065E-1;9.165658E-2;2.974133E-4
1.666331E-1;9.169209E-2;4.116472E-4
1.999597E-1;9.168402E-2;-2.368857E-4
2.332864E-1;9.167630E-2;-2.355312E-4
2.666130E-1;9.166832E-2;1.853727E-4
2.999396E-1;9.168866E-2;1.923660E-4
3.332662E-1;9.168114E-2;-5.470578E-4
3.665929E-1;9.165220E-2;-3.770766E-4
3.999195E-1;9.165601E-2;-4.483726E-4
4.332461E-1;9.162232E-2;3.954220E-3
4.665727E-1;9.191958E-2;1.541495E-2
4.998994E-1;9.264981E-2;2.853105E-2
5.332260E-1;9.382101E-2;4.195818E-2
5.665526E-1;9.544609E-2;4.889646E-2
5.998792E-1;9.708023E-2;4.830992E-2
6.332059E-1;9.866621E-2;4.087215E-2
6.665325E-1;9.980459E-2;2.502619E-2
6.998591E-1;1.003343E-1;5.966200E-3
7.331857E-1;1.002022E-1;-1.435454E-2
7.665124E-1;9.937754E-2;-3.311364E-2
7.998390E-1;9.799500E-2;-4.456123E-2
8.331656E-1;9.640778E-2;-4.839287E-2
8.664922E-1;9.476934E-2;-4.709399E-2
8.998189E-1;9.326870E-2;-3.641573E-2
9.331455E-1;9.234203E-2;-1.895965E-2
9.664721E-1;9.200473E-2;-4.746331E-4
9.997987E-1;9.231039E-2;1.705783E-2
1.033125E0;9.314154E-2;3.465690E-2
1.066452E0;9.462047E-2;4.608822E-2
1.099779E0;9.621357E-2;4.934026E-2
1.133105E0;9.790872E-2;4.639327E-2
1.166432E0;9.930594E-2;3.260115E-2
1.199758E0;1.000818E-1;1.507821E-2
1.233085E0;1.003113E-1;-4.294072E-3
1.266412E0;9.979555E-2;-2.270652E-2
1.299738E0;9.879856E-2;-3.873683E-2
1.333065E0;9.721352E-2;-4.774960E-2
1.366392E0;9.561579E-2;-4.855956E-2
1.399718E0;9.397730E-2;-4.164242E-2
1.433045E0;9.284009E-2;-2.775783E-2
1.466371E0;9.212678E-2;-1.057268E-2
1.499698E0;9.213536E-2;9.624497E-3
1.533025E0;9.276820E-2;2.592975E-2
1.566351E0;9.386372E-2;4.098026E-2
1.599678E0;9.549976E-2;4.850678E-2
1.633005E0;9.709643E-2;4.754623E-2
1.666331E0;9.866845E-2;3.906100E-2
1.699658E0;9.970006E-2;2.338470E-2
1.732984E0;1.002272E-1;4.758725E-3
1.766311E0;1.000173E-1;-1.533340E-2
1.799638E0;9.920511E-2;-3.074725E-2
1.832964E0;9.796813E-2;-4.372120E-2
1.866291E0;9.629085E-2;-4.851599E-2
1.899618E0;9.473427E-2;-4.572375E-2
1.932944E0;9.324311E-2;-3.572413E-2
1.966271E0;9.235305E-2;-1.879194E-2
1.999597E0;9.199052E-2;-5.707423E-4
2.032924E0;9.231501E-2;1.777181E-2
2.066251E0;9.317492E-2;3.524241E-2
2.099577E0;9.466411E-2;4.543410E-2
2.132904E0;9.620335E-2;4.838936E-2
2.166231E0;9.788900E-2;4.429984E-2
2.199557E0;9.915618E-2;3.149247E-2
2.232884E0;9.998814E-2;1.538001E-2
2.266210E0;1.001813E-1;-4.585350E-3
2.299537E0;9.968250E-2;-2.428721E-2
2.332864E0;9.856247E-2;-3.768692E-2
2.366190E0;9.717046E-2;-4.650584E-2
2.399517E0;9.546311E-2;-4.829597E-2
