Time;U_t;V_t;
0.000000E0;1.004175E-1; 0
3.332661E-2;1.004268E-1;-4.751711E-4
6.665323E-2;1.003858E-1;-3.426592E-4
9.997984E-2;1.004040E-1;6.068145E-4
1.333065E-1;1.004262E-1;2.757567E-4
1.666331E-1;1.004223E-1;-3.182127E-4
1.999597E-1;1.004050E-1;-2.129665E-4
2.332863E-1;1.004081E-1;6.986067E-5
2.666129E-1;1.004097E-1;5.514270E-3
2.999395E-1;1.007757E-1;2.544673E-2
3.332661E-1;1.021058E-1;5.356495E-2
3.665928E-1;1.043461E-1;7.664013E-2
3.999194E-1;1.072135E-1;9.128223E-2
4.332460E-1;1.104296E-1;9.348431E-2
4.665726E-1;1.134447E-1;8.267759E-2
4.998992E-1;1.159405E-1;6.150945E-2
5.332258E-1;1.175447E-1;3.210377E-2
5.665524E-1;1.180804E-1;-8.272634E-4
5.998791E-1;1.174895E-1;-3.248863E-2
6.332057E-1;1.159145E-1;-6.055058E-2
6.665323E-1;1.134535E-1;-7.910385E-2
6.998589E-1;1.106426E-1;-8.591507E-2
7.331855E-1;1.077268E-1;-8.191559E-2
7.665121E-1;1.051825E-1;-6.470036E-2
7.998387E-1;1.034141E-1;-4.004841E-2
8.331654E-1;1.025135E-1;-1.104855E-2
8.664920E-1;1.026777E-1;2.048865E-2
8.998186E-1;1.038792E-1;4.717811E-2
9.331452E-1;1.058224E-1;6.746151E-2
9.664718E-1;1.083759E-1;7.843771E-2
9.997984E-1;1.110498E-1;7.671815E-2
1.033125E0;1.134896E-1;6.640820E-2
1.066452E0;1.154763E-1;4.676953E-2
1.099778E0;1.166075E-1;1.954818E-2
1.133105E0;1.167793E-1;-9.573148E-3
1.166432E0;1.159696E-1;-3.578202E-2
1.199758E0;1.143934E-1;-5.593761E-2
1.233085E0;1.122411E-1;-6.842842E-2
1.266411E0;1.098338E-1;-7.182999E-2
1.299738E0;1.074484E-1;-6.702367E-2
1.333065E0;1.053663E-1;-5.078483E-2
1.366391E0;1.040667E-1;-2.711608E-2
1.399718E0;1.035592E-1;-1.860957E-3
1.433044E0;1.039427E-1;2.476057E-2
1.466371E0;1.052096E-1;4.621433E-2
1.499698E0;1.070231E-1;6.034033E-2
1.533024E0;1.092310E-1;6.769151E-2
1.566351E0;1.115352E-1;6.377172E-2
1.599677E0;1.134824E-1;5.006794E-2
1.633004E0;1.148725E-1;3.239203E-2
1.666331E0;1.156412E-1;1.038628E-2
1.699657E0;1.155648E-1;-1.436370E-2
1.732984E0;1.146837E-1;-3.507051E-2
1.766311E0;1.132271E-1;-5.160335E-2
1.799637E0;1.112441E-1;-6.034911E-2
1.832964E0;1.092052E-1;-5.974166E-2
1.866290E0;1.072620E-1;-5.270253E-2
1.899617E0;1.056923E-1;-3.660617E-2
1.932944E0;1.048224E-1;-1.604525E-2
1.966270E0;1.046228E-1;5.722122E-3
1.999597E0;1.052038E-1;2.556550E-2
2.032923E0;1.063268E-1;4.313756E-2
2.066250E0;1.080791E-1;5.429504E-2
2.099577E0;1.099453E-1;5.548512E-2
2.132903E0;1.117775E-1;5.131439E-2
2.166230E0;1.133657E-1;4.009748E-2
2.199557E0;1.144498E-1;2.183226E-2
2.232883E0;1.148209E-1;1.647117E-3
2.266210E0;1.145596E-1;-1.711231E-2
2.299536E0;1.136803E-1;-3.446234E-2
2.332863E0;1.122629E-1;-4.615044E-2
2.366190E0;1.106041E-1;-5.161411E-2
2.399516E0;1.088225E-1;-4.988871E-2
2.432843E0;1.072793E-1;-4.106310E-2
2.466169E0;1.060859E-1;-2.736096E-2
2.499496E0;1.054556E-1;-9.435413E-3
2.532823E0;1.054569E-1;9.274132E-3
2.566149E0;1.060737E-1;2.700845E-2
2.599476E0;1.072568E-1;3.945629E-2
2.632803E0;1.087037E-1;4.649884E-2
2.666129E0;1.103568E-1;4.690971E-2
2.699456E0;1.118305E-1;4.133321E-2
2.732782E0;1.131114E-1;2.957781E-2
2.766109E0;1.138020E-1;1.299401E-2
2.799436E0;1.139775E-1;-2.854978E-3
2.832762E0;1.136118E-1;-1.822771E-2
2.866089E0;1.127627E-1;-3.226188E-2
2.899415E0;1.114613E-1;-4.063109E-2
2.932742E0;1.100544E-1;-4.376336E-2
2.966069E0;1.085443E-1;-4.192659E-2
2.999395E0;1.072598E-1;-3.114958E-2
3.032722E0;1.064680E-1;-1.765324E-2
3.066049E0;1.060831E-1;-3.515278E-3
3.099375E0;1.062337E-1;1.259364E-2
3.132702E0;1.069225E-1;2.565291E-2
