
Time;U_t;V_t;a_t;
2.100;4.173E-2;5.962E-3;1.080
2.133;4.256E-2;4.147E-2;0.972
2.166;4.450E-2;7.090E-2;0.746
2.200;4.729E-2;9.145E-2;0.411
2.233;5.059E-2;9.864E-2;1.834E-3
2.266;5.386E-2;9.136E-2;-0.411
2.300;5.668E-2;7.127E-2;-0.745
2.333;5.861E-2;4.130E-2;-0.972
2.366;5.943E-2;6.218E-3;-1.052
2.400;5.903E-2;-2.923E-2;-0.994
2.433;5.748E-2;-6.029E-2;-0.821
2.466;5.501E-2;-8.407E-2;-0.541
2.499;5.188E-2;-9.677E-2;-0.171
2.533;4.856E-2;-9.547E-2;0.243
2.566;4.552E-2;-8.054E-2;0.618
2.599;4.319E-2;-5.406E-2;0.905
2.633;4.191E-2;-1.989E-2;1.066
2.666;4.187E-2;1.732E-2;1.063
2.699;4.307E-2;5.151E-2;0.916
2.733;4.530E-2;7.845E-2;0.642
2.766;4.830E-2;9.471E-2;0.278
2.799;5.161E-2;9.702E-2;-0.131
2.833;5.476E-2;8.583E-2;-0.511
2.866;5.733E-2;6.286E-2;-0.817
2.899;5.895E-2;3.107E-2;-1.001
2.933;5.940E-2;-4.267E-3;-1.061
2.966;5.867E-2;-3.970E-2;-0.951
2.999;5.676E-2;-6.853E-2;-0.748
3.033;5.410E-2;-8.897E-2;-0.423
3.066;5.083E-2;-9.776E-2;-4.336E-2
3.099;4.758E-2;-9.130E-2;0.375
3.133;4.474E-2;-7.293E-2;0.714
3.166;4.272E-2;-4.356E-2;0.966
3.199;4.184E-2;-8.030E-3;1.063
3.233;4.219E-2;2.768E-2;1.017
3.266;4.369E-2;5.992E-2;0.839
3.299;4.618E-2;8.413E-2;0.536
3.333;4.929E-2;9.576E-2;0.157
3.366;5.256E-2;9.447E-2;-0.246
3.399;5.559E-2;7.958E-2;-0.607
3.433;5.787E-2;5.348E-2;-0.880
3.466;5.915E-2;2.078E-2;-1.020
3.499;5.925E-2;-1.492E-2;-1.036
3.533;5.816E-2;-4.860E-2;-0.917
3.566;5.601E-2;-7.627E-2;-0.657
3.599;5.308E-2;-9.286E-2;-0.305
3.633;4.982E-2;-9.637E-2;0.101
3.666;4.665E-2;-8.636E-2;0.481
3.699;4.407E-2;-6.394E-2;0.799
3.733;4.239E-2;-3.295E-2;0.990
3.766;4.187E-2;2.486E-3;1.052
3.799;4.256E-2;3.745E-2;0.975
3.833;4.437E-2;6.779E-2;0.760
3.866;4.707E-2;8.851E-2;0.425
3.899;5.027E-2;9.623E-2;3.795E-2
3.933;5.349E-2;9.093E-2;-0.359
3.966;5.633E-2;7.244E-2;-0.689
3.999;5.832E-2;4.436E-2;-0.941
4.033;5.929E-2;9.938E-3;-1.043
4.066;5.898E-2;-2.603E-2;-1.009
4.099;5.755E-2;-5.731E-2;-0.839
4.133;5.516E-2;-8.220E-2;-0.559
4.166;5.207E-2;-9.514E-2;-0.181
4.199;4.882E-2;-9.401E-2;0.224
4.232;4.581E-2;-8.027E-2;0.573
4.266;4.347E-2;-5.554E-2;0.871
4.299;4.210E-2;-2.217E-2;1.042
4.332;4.199E-2;1.463E-2;1.046
4.366;4.308E-2;4.789E-2;0.897
4.399;4.518E-2;7.454E-2;0.653
4.432;4.805E-2;9.169E-2;0.319
4.466;5.129E-2;9.598E-2;-8.546E-2
4.499;5.444E-2;8.600E-2;-0.484
4.532;5.703E-2;6.347E-2;-0.776
4.566;5.867E-2;3.376E-2;-0.971
4.599;5.928E-2;-1.004E-3;-1.045
4.632;5.861E-2;-3.669E-2;-0.962
4.666;5.683E-2;-6.546E-2;-0.746
4.699;5.424E-2;-8.628E-2;-0.436
4.732;5.108E-2;-9.524E-2;-7.443E-2
4.766;4.790E-2;-9.073E-2;0.334
4.799;4.503E-2;-7.340E-2;0.674
4.832;4.300E-2;-4.515E-2;0.931
4.866;4.202E-2;-1.126E-2;1.045
4.899;4.225E-2;2.489E-2;1.014
4.932;4.368E-2;5.686E-2;0.836
4.966;4.604E-2;8.065E-2;0.550
4.999;4.906E-2;9.380E-2;0.189
5.032;5.230E-2;9.339E-2;-0.209
5.066;5.528E-2;7.971E-2;-0.565
5.099;5.761E-2;5.552E-2;-0.834
5.132;5.898E-2;2.388E-2;-1.003
5.166;5.920E-2;-1.165E-2;-1.036
5.199;5.820E-2;-4.565E-2;-0.911
5.232;5.616E-2;-7.266E-2;-0.661
5.266;5.336E-2;-8.984E-2;-0.336
5.299;5.017E-2;-9.524E-2;4.671E-2
5.332;4.701E-2;-8.683E-2;0.438
5.366;4.438E-2;-6.575E-2;0.768
5.399;4.263E-2;-3.544E-2;0.979
5.432;4.202E-2;-8.109E-5;1.055
5.466;4.263E-2;3.525E-2;0.979
5.499;4.437E-2;6.553E-2;0.758
5.532;4.699E-2;8.604E-2;0.434
5.566;5.010E-2;9.449E-2;6.111E-2
5.599;5.329E-2;9.019E-2;-0.323
5.632;5.612E-2;7.294E-2;-0.657
5.666;5.815E-2;4.601E-2;-0.907
5.699;5.918E-2;1.244E-2;-1.016
5.732;5.898E-2;-2.248E-2;-0.991
5.766;5.768E-2;-5.364E-2;-0.841
5.799;5.541E-2;-7.884E-2;-0.575
5.832;5.243E-2;-9.244E-2;-0.216
5.865;4.925E-2;-9.294E-2;0.174
5.899;4.623E-2;-8.100E-2;0.533
5.932;4.385E-2;-5.713E-2;0.833
5.965;4.243E-2;-2.516E-2;1.010
5.999;4.217E-2;1.051E-2;1.037
6.032;4.313E-2;4.437E-2;0.924
6.065;4.513E-2;7.222E-2;0.666
6.099;4.794E-2;8.932E-2;0.332
6.132;5.108E-2;9.406E-2;-5.215E-2
6.165;5.421E-2;8.619E-2;-0.441
6.199;5.683E-2;6.452E-2;-0.752
6.232;5.851E-2;3.533E-2;-0.941
6.265;5.918E-2;2.012E-3;-1.012
6.299;5.864E-2;-3.273E-2;-0.954
6.332;5.700E-2;-6.194E-2;-0.762
6.365;5.452E-2;-8.343E-2;-0.467
6.399;5.144E-2;-9.362E-2;-0.104
6.432;4.828E-2;-9.012E-2;0.290
6.465;4.543E-2;-7.433E-2;0.631
6.499;4.332E-2;-4.779E-2;0.896
6.532;4.225E-2;-1.429E-2;1.041
6.565;4.237E-2;2.192E-2;1.015
6.599;4.371E-2;5.405E-2;0.847
6.632;4.597E-2;7.827E-2;0.559
6.665;4.892E-2;9.182E-2;0.209
6.699;5.209E-2;9.209E-2;-0.173
6.732;5.506E-2;8.025E-2;-0.534
6.765;5.744E-2;5.647E-2;-0.815
6.799;5.883E-2;2.529E-2;-0.986
6.832;5.913E-2;-9.188E-3;-1.002
6.865;5.821E-2;-4.223E-2;-0.905
6.899;5.631E-2;-6.941E-2;-0.683
6.932;5.359E-2;-8.818E-2;-0.359
6.965;5.043E-2;-9.359E-2;2.754E-2
6.999;4.735E-2;-8.603E-2;0.411
7.032;4.470E-2;-6.640E-2;0.709
7.065;4.292E-2;-3.809E-2;0.946
7.099;4.216E-2;-3.677E-3;1.039
7.132;4.268E-2;3.217E-2;0.975
7.165;4.430E-2;6.147E-2;0.762
7.199;4.678E-2;8.299E-2;0.464
7.232;4.983E-2;9.290E-2;0.103
7.265;5.297E-2;8.959E-2;-0.296
7.299;5.581E-2;7.340E-2;-0.626
7.332;5.786E-2;4.720E-2;-0.881
7.365;5.895E-2;1.479E-2;-0.990
7.399;5.885E-2;-1.952E-2;-0.982
7.432;5.765E-2;-5.064E-2;-0.841
7.465;5.547E-2;-7.595E-2;-0.604
7.498;5.259E-2;-9.111E-2;-0.246
7.532;4.940E-2;-9.260E-2;0.156
7.565;4.642E-2;-8.047E-2;0.525
7.598;4.404E-2;-5.751E-2;0.793
7.632;4.258E-2;-2.725E-2;0.969
7.665;4.222E-2;7.157E-3;1.016
7.698;4.306E-2;4.103E-2;0.921
7.732;4.495E-2;6.878E-2;0.687
7.765;4.765E-2;8.709E-2;0.363
7.798;5.076E-2;9.310E-2;-1.515E-2
7.832;5.385E-2;8.607E-2;-0.411
7.865;5.650E-2;6.577E-2;-0.715
7.898;5.824E-2;3.754E-2;-0.919
7.932;5.900E-2;4.855E-3;-0.993
7.965;5.856E-2;-2.941E-2;-0.955
7.998;5.704E-2;-5.896E-2;-0.779
8.032;5.463E-2;-8.153E-2;-0.486
8.065;5.160E-2;-9.194E-2;-0.121
8.098;4.850E-2;-8.919E-2;0.263
8.132;4.566E-2;-7.468E-2;0.597
8.165;4.352E-2;-4.908E-2;0.857
8.198;4.239E-2;-1.717E-2;0.998
8.232;4.238E-2;1.754E-2;1.002
8.265;4.356E-2;5.020E-2;0.870
8.298;4.572E-2;7.568E-2;0.596
8.332;4.860E-2;9.026E-2;0.248
8.365;5.174E-2;9.210E-2;-0.150
8.398;5.474E-2;8.048E-2;-0.516
8.432;5.710E-2;5.729E-2;-0.789
8.465;5.856E-2;2.762E-2;-0.947
8.498;5.895E-2;-5.945E-3;-0.986
8.532;5.816E-2;-3.866E-2;-0.909
8.565;5.637E-2;-6.653E-2;-0.701
8.598;5.373E-2;-8.588E-2;-0.386
8.632;5.064E-2;-9.234E-2;-3.842E-3
8.665;4.757E-2;-8.602E-2;0.382
8.698;4.491E-2;-6.697E-2;0.693
8.732;4.311E-2;-3.917E-2;0.912
8.765;4.230E-2;-6.302E-3;1.008
8.798;4.269E-2;2.859E-2;0.962
8.832;4.420E-2;5.828E-2;0.781
8.865;4.657E-2;8.050E-2;0.496
8.898;4.957E-2;9.191E-2;0.133
8.932;5.270E-2;8.928E-2;-0.270
8.965;5.552E-2;7.386E-2;-0.605
8.998;5.762E-2;4.856E-2;-0.848
9.032;5.876E-2;1.715E-2;-0.971
9.065;5.877E-2;-1.656E-2;-0.967
9.098;5.765E-2;-4.764E-2;-0.842
9.131;5.559E-2;-7.282E-2;-0.595
9.165;5.280E-2;-8.778E-2;-0.270
9.198;4.974E-2;-9.059E-2;0.114
9.231;4.676E-2;-8.052E-2;0.468
9.265;4.437E-2;-5.887E-2;0.761
9.298;4.284E-2;-2.973E-2;0.940
9.331;4.239E-2;4.131E-3;1.002
9.365;4.311E-2;3.751E-2;0.925
9.398;4.489E-2;6.597E-2;0.701
9.431;4.751E-2;8.469E-2;0.386
9.465;5.054E-2;9.151E-2;4.140E-3
9.498;5.361E-2;8.529E-2;-0.369
9.531;5.622E-2;6.650E-2;-0.674
9.565;5.804E-2;4.004E-2;-0.892
9.598;5.889E-2;7.163E-3;-0.982
9.631;5.852E-2;-2.637E-2;-0.942
9.665;5.713E-2;-5.539E-2;-0.777
9.698;5.483E-2;-7.853E-2;-0.523
9.731;5.189E-2;-9.061E-2;-0.161
9.765;4.879E-2;-8.935E-2;0.236
9.798;4.594E-2;-7.490E-2;0.577
9.831;4.380E-2;-5.042E-2;0.826
9.865;4.258E-2;-1.970E-2;0.971
9.898;4.248E-2;1.454E-2;0.994
9.931;4.355E-2;4.704E-2;0.869
9.965;4.562E-2;7.269E-2;0.611
9.998;4.840E-2;8.803E-2;0.266
10.031;5.149E-2;9.048E-2;-0.112
10.065;5.443E-2;8.039E-2;-0.476
10.098;5.684E-2;5.878E-2;-0.747
10.131;5.835E-2;2.998E-2;-0.925
10.165;5.884E-2;-2.729E-3;-0.975
10.198;5.816E-2;-3.569E-2;-0.911
10.231;5.646E-2;-6.353E-2;-0.702
10.265;5.393E-2;-8.286E-2;-0.404
10.298;5.094E-2;-9.052E-2;-4.071E-2
10.331;4.790E-2;-8.567E-2;0.335
10.365;4.523E-2;-6.817E-2;0.655
10.398;4.335E-2;-4.154E-2;0.889
10.431;4.246E-2;-8.894E-3;0.991
10.465;4.276E-2;2.521E-2;0.954
10.498;4.414E-2;5.488E-2;0.788
10.531;4.642E-2;7.788E-2;0.523
10.565;4.933E-2;9.016E-2;0.167
10.598;5.243E-2;8.896E-2;-0.231
10.631;5.526E-2;7.471E-2;-0.576
10.665;5.741E-2;5.019E-2;-0.820
10.698;5.861E-2;1.976E-2;-0.956
10.731;5.872E-2;-1.368E-2;-0.955
10.765;5.769E-2;-4.458E-2;-0.846
10.798;5.575E-2;-6.985E-2;-0.617
10.831;5.304E-2;-8.637E-2;-0.307
10.864;5.000E-2;-9.022E-2;8.364E-2
10.898;4.702E-2;-8.096E-2;0.434
10.931;4.460E-2;-6.082E-2;0.739
10.964;4.297E-2;-3.190E-2;0.937
10.998;4.247E-2;2.326E-3;0.999
11.031;4.313E-2;3.500E-2;0.901
11.064;4.481E-2;6.258E-2;0.701
11.098;4.730E-2;8.197E-2;0.421
11.131;5.027E-2;9.079E-2;4.754E-2
11.164;5.335E-2;8.552E-2;-0.341
11.198;5.597E-2;6.749E-2;-0.657
11.231;5.785E-2;4.161E-2;-0.862
11.264;5.875E-2;9.865E-3;-0.965
11.298;5.850E-2;-2.323E-2;-0.941
11.331;5.720E-2;-5.301E-2;-0.791
11.364;5.497E-2;-7.621E-2;-0.523
11.398;5.212E-2;-8.825E-2;-0.181
11.431;4.909E-2;-8.807E-2;0.197
11.464;4.625E-2;-7.536E-2;0.523
11.498;4.407E-2;-5.258E-2;0.799
11.531;4.274E-2;-2.235E-2;0.957
11.564;4.258E-2;1.195E-2;0.988
11.598;4.354E-2;4.373E-2;0.864
11.631;4.549E-2;6.978E-2;0.626
11.664;4.819E-2;8.584E-2;0.291
11.698;5.121E-2;8.921E-2;-7.778E-2
11.731;5.414E-2;8.055E-2;-0.434
11.764;5.658E-2;6.034E-2;-0.713
11.798;5.816E-2;3.245E-2;-0.910
11.831;5.874E-2;-1.711E-4;-0.965
11.864;5.815E-2;-3.269E-2;-0.898
11.898;5.657E-2;-5.994E-2;-0.701
11.931;5.415E-2;-7.982E-2;-0.424
11.964;5.124E-2;-8.839E-2;-8.936E-2
11.998;4.826E-2;-8.561E-2;0.284
12.031;4.554E-2;-6.986E-2;0.618
12.064;4.360E-2;-4.363E-2;0.869
12.098;4.263E-2;-1.195E-2;0.985
12.131;4.281E-2;2.245E-2;0.953
12.164;4.413E-2;5.221E-2;0.792
12.198;4.629E-2;7.499E-2;0.529
12.231;4.912E-2;8.812E-2;0.189
12.264;5.216E-2;8.750E-2;-0.194
12.298;5.496E-2;7.496E-2;-0.531
12.331;5.716E-2;5.207E-2;-0.784
12.364;5.843E-2;2.224E-2;-0.932
12.398;5.864E-2;-1.020E-2;-0.945
12.431;5.775E-2;-4.114E-2;-0.856
12.464;5.590E-2;-6.730E-2;-0.639
12.497;5.326E-2;-8.433E-2;-0.326
12.531;5.028E-2;-8.893E-2;4.796E-2
12.564;4.733E-2;-8.125E-2;0.408
12.597;4.486E-2;-6.161E-2;0.701
12.631;4.323E-2;-3.410E-2;0.892
12.664;4.259E-2;-2.126E-3;0.975
12.697;4.308E-2;3.130E-2;0.919
12.731;4.468E-2;5.970E-2;0.717
12.764;4.706E-2;7.914E-2;0.426
12.797;4.995E-2;8.827E-2;8.640E-2
12.831;5.295E-2;8.501E-2;-0.286
12.864;5.562E-2;6.909E-2;-0.623
12.897;5.755E-2;4.316E-2;-0.842
12.931;5.849E-2;1.253E-2;-0.938
12.964;5.839E-2;-1.941E-2;-0.928
12.997;5.720E-2;-4.973E-2;-0.802
13.031;5.507E-2;-7.321E-2;-0.545
13.064;5.232E-2;-8.621E-2;-0.200
13.097;4.933E-2;-8.666E-2;0.150
13.131;4.654E-2;-7.591E-2;0.490
13.164;4.427E-2;-5.425E-2;0.754
13.197;4.293E-2;-2.490E-2;0.942
13.231;4.261E-2;8.335E-3;0.979
13.264;4.348E-2;4.115E-2;0.867
13.297;4.535E-2;6.635E-2;0.626
13.331;4.791E-2;8.281E-2;0.324
13.364;5.087E-2;8.832E-2;-3.592E-2
13.397;5.379E-2;8.040E-2;-0.402
13.431;5.623E-2;6.123E-2;-0.680
13.464;5.788E-2;3.482E-2;-0.882
13.497;5.855E-2;2.519E-3;-0.952
13.531;5.804E-2;-2.958E-2;-0.894
13.564;5.658E-2;-5.680E-2;-0.713
13.597;5.426E-2;-7.762E-2;-0.462
13.631;5.141E-2;-8.767E-2;-9.570E-2
13.664;4.841E-2;-8.427E-2;0.264
13.697;4.579E-2;-6.952E-2;0.582
13.731;4.378E-2;-4.574E-2;0.814
13.764;4.274E-2;-1.474E-2;0.973
13.797;4.280E-2;1.923E-2;0.953
13.831;4.402E-2;4.963E-2;0.807
13.864;4.611E-2;7.270E-2;0.537
13.897;4.887E-2;8.607E-2;0.210
13.931;5.184E-2;8.653E-2;-0.167
13.964;5.464E-2;7.498E-2;-0.497
13.997;5.684E-2;5.314E-2;-0.742
14.031;5.818E-2;2.521E-2;-0.904
14.064;5.852E-2;-7.021E-3;-0.939
14.097;5.771E-2;-3.820E-2;-0.856
14.130;5.597E-2;-6.388E-2;-0.651
14.164;5.345E-2;-8.205E-2;-0.353
14.197;5.050E-2;-8.764E-2;1.670E-2
14.230;4.761E-2;-8.069E-2;0.370
14.264;4.513E-2;-6.298E-2;0.660
14.297;4.341E-2;-3.641E-2;0.875
14.330;4.270E-2;-4.420E-3;0.965
14.364;4.312E-2;2.837E-2;0.914
14.397;4.459E-2;5.681E-2;0.732
14.430;4.690E-2;7.736E-2;0.440
14.464;4.975E-2;8.642E-2;0.100
14.497;5.266E-2;8.376E-2;-0.248
14.530;5.533E-2;7.008E-2;-0.577
14.564;5.733E-2;4.513E-2;-0.813
14.597;5.834E-2;1.514E-2;-0.929
14.630;5.834E-2;-1.656E-2;-0.920
14.664;5.724E-2;-4.686E-2;-0.808
14.697;5.522E-2;-7.048E-2;-0.560
14.730;5.254E-2;-8.453E-2;-0.233
14.764;4.959E-2;-8.607E-2;0.125
14.797;4.680E-2;-7.602E-2;0.463
14.830;4.452E-2;-5.526E-2;0.730
14.864;4.312E-2;-2.689E-2;0.909
14.897;4.273E-2;5.374E-3;0.960
14.930;4.348E-2;3.764E-2;0.885
14.964;4.524E-2;6.459E-2;0.655
14.997;4.778E-2;8.174E-2;0.337
15.030;5.068E-2;8.697E-2;-1.922E-2
15.064;5.358E-2;8.051E-2;-0.364
15.097;5.605E-2;6.262E-2;-0.663
15.130;5.775E-2;3.602E-2;-0.856
15.164;5.845E-2;5.222E-3;-0.928
15.197;5.810E-2;-2.602E-2;-0.895
15.230;5.672E-2;-5.466E-2;-0.741
15.264;5.446E-2;-7.588E-2;-0.467
15.297;5.166E-2;-8.590E-2;-0.125
15.330;4.873E-2;-8.416E-2;0.230
15.364;4.605E-2;-7.061E-2;0.552
15.397;4.402E-2;-4.704E-2;0.802
15.430;4.292E-2;-1.692E-2;0.938
15.464;4.290E-2;1.585E-2;0.931
15.497;4.397E-2;4.562E-2;0.814
15.530;4.594E-2;6.998E-2;0.568
15.564;4.864E-2;8.425E-2;0.239
15.597;5.155E-2;8.556E-2;-0.127
15.630;5.434E-2;7.590E-2;-0.455
15.664;5.661E-2;5.516E-2;-0.728
15.697;5.802E-2;2.695E-2;-0.894
15.730;5.841E-2;-4.610E-3;-0.922
15.763;5.771E-2;-3.499E-2;-0.851
15.797;5.607E-2;-6.127E-2;-0.659
15.830;5.362E-2;-7.955E-2;-0.375
15.863;5.077E-2;-8.613E-2;-1.550E-2
15.897;4.788E-2;-8.073E-2;0.322
15.930;4.539E-2;-6.437E-2;0.635
15.963;4.359E-2;-3.850E-2;0.864
15.997;4.283E-2;-6.235E-3;0.960
16.030;4.318E-2;2.590E-2;0.902
16.063;4.455E-2;5.406E-2;0.736
16.097;4.678E-2;7.521E-2;0.470
16.130;4.957E-2;8.565E-2;0.124
16.163;5.249E-2;8.348E-2;-0.234
16.197;5.513E-2;6.986E-2;-0.556
16.230;5.715E-2;4.633E-2;-0.775
16.263;5.822E-2;1.756E-2;-0.901
16.297;5.832E-2;-1.351E-2;-0.903
16.330;5.732E-2;-4.334E-2;-0.811
16.363;5.543E-2;-6.748E-2;-0.574
16.397;5.282E-2;-8.222E-2;-0.275
16.430;4.995E-2;-8.548E-2;8.498E-2
16.463;4.712E-2;-7.692E-2;0.434
16.497;4.482E-2;-5.626E-2;0.708
16.530;4.337E-2;-2.925E-2;0.888
16.563;4.287E-2;2.641E-3;0.945
16.597;4.355E-2;3.472E-2;0.873
16.630;4.519E-2;6.078E-2;0.654
16.663;4.760E-2;7.868E-2;0.366
16.697;5.043E-2;8.527E-2;3.224E-2
16.730;5.328E-2;8.074E-2;-0.320
16.763;5.581E-2;6.418E-2;-0.638
16.797;5.756E-2;3.768E-2;-0.841
16.830;5.832E-2;7.748E-3;-0.910
16.863;5.808E-2;-2.293E-2;-0.876
16.897;5.680E-2;-5.113E-2;-0.745
16.930;5.467E-2;-7.271E-2;-0.491
16.963;5.195E-2;-8.420E-2;-0.163
16.997;4.906E-2;-8.350E-2;0.187
17.030;4.638E-2;-7.168E-2;0.513
17.063;4.428E-2;-4.930E-2;0.771
17.097;4.310E-2;-1.982E-2;0.931
17.130;4.296E-2;1.281E-2;0.933
17.163;4.395E-2;4.307E-2;0.822
17.197;4.583E-2;6.740E-2;0.577
17.230;4.844E-2;8.224E-2;0.264
17.263;5.131E-2;8.465E-2;-9.372E-2
17.297;5.409E-2;7.607E-2;-0.431
17.330;5.638E-2;5.592E-2;-0.691
17.363;5.781E-2;2.928E-2;-0.858
17.397;5.833E-2;-9.754E-4;-0.910
17.430;5.775E-2;-3.209E-2;-0.875
17.463;5.620E-2;-5.927E-2;-0.673
17.496;5.380E-2;-7.764E-2;-0.392
17.530;5.102E-2;-8.501E-2;-3.713E-2
17.563;4.813E-2;-8.064E-2;0.295
17.596;4.564E-2;-6.479E-2;0.604
17.630;4.381E-2;-4.049E-2;0.811
17.663;4.295E-2;-1.022E-2;0.943
17.696;4.313E-2;2.239E-2;0.918
17.730;4.444E-2;5.170E-2;0.757
17.763;4.658E-2;7.277E-2;0.478
17.796;4.929E-2;8.388E-2;0.156
17.830;5.217E-2;8.314E-2;-0.192
17.863;5.483E-2;7.104E-2;-0.528
17.896;5.690E-2;4.793E-2;-0.756
17.930;5.802E-2;1.981E-2;-0.890
17.963;5.822E-2;-1.091E-2;-0.889
17.996;5.730E-2;-4.048E-2;-0.813
18.030;5.552E-2;-6.470E-2;-0.579
18.063;5.299E-2;-8.002E-2;-0.293
18.096;5.019E-2;-8.370E-2;5.680E-2
18.130;4.741E-2;-7.664E-2;0.382
18.163;4.508E-2;-5.793E-2;0.672
18.196;4.354E-2;-3.156E-2;0.873
18.230;4.298E-2;2.681E-4;0.940
18.263;4.356E-2;3.188E-2;0.861
18.296;4.510E-2;5.768E-2;0.665
18.330;4.741E-2;7.634E-2;0.402
18.363;5.019E-2;8.476E-2;5.808E-2
18.396;5.306E-2;8.030E-2;-0.299
18.430;5.555E-2;6.448E-2;-0.609
18.463;5.735E-2;3.968E-2;-0.801
18.496;5.819E-2;1.051E-2;-0.895
18.530;5.805E-2;-1.984E-2;-0.880
18.563;5.687E-2;-4.867E-2;-0.761
18.596;5.481E-2;-7.075E-2;-0.506
18.630;5.215E-2;-8.271E-2;-0.180
18.663;4.930E-2;-8.275E-2;0.170
18.696;4.664E-2;-7.136E-2;0.484
18.730;4.454E-2;-5.029E-2;0.730
18.763;4.329E-2;-2.246E-2;0.898
18.796;4.304E-2;9.719E-3;0.930
18.830;4.393E-2;4.026E-2;0.823
18.863;4.573E-2;6.452E-2;0.590
18.896;4.823E-2;8.001E-2;0.292
18.930;5.106E-2;8.396E-2;-5.126E-2
18.963;5.383E-2;7.656E-2;-0.390
18.996;5.616E-2;5.793E-2;-0.668
19.030;5.769E-2;3.156E-2;-0.859
19.063;5.827E-2;6.712E-4;-0.912
19.096;5.774E-2;-2.996E-2;-0.848
19.129;5.627E-2;-5.582E-2;-0.663
19.163;5.402E-2;-7.455E-2;-0.413
19.196;5.130E-2;-8.337E-2;-8.894E-2
19.229;4.846E-2;-8.068E-2;0.255
19.263;4.592E-2;-6.619E-2;0.584
19.296;4.405E-2;-4.168E-2;0.811
19.329;4.314E-2;-1.163E-2;0.913
19.363;4.327E-2;1.929E-2;0.886
19.396;4.443E-2;4.778E-2;0.750
19.429;4.646E-2;6.957E-2;0.510
19.463;4.907E-2;8.190E-2;0.194
19.496;5.192E-2;8.268E-2;-0.153
19.529;5.458E-2;7.162E-2;-0.491
19.563;5.669E-2;4.992E-2;-0.736
19.596;5.791E-2;2.195E-2;-0.877
19.629;5.815E-2;-8.501E-3;-0.884
19.663;5.734E-2;-3.756E-2;-0.815
19.696;5.565E-2;-6.258E-2;-0.604
19.729;5.317E-2;-7.874E-2;-0.311
19.763;5.040E-2;-8.288E-2;3.318E-2
19.796;4.764E-2;-7.674E-2;0.357
19.829;4.529E-2;-5.907E-2;0.650
19.863;4.371E-2;-3.300E-2;0.847
19.896;4.309E-2;-2.469E-3;0.915
19.929;4.354E-2;2.844E-2;0.861
19.963;4.498E-2;5.516E-2;0.685
19.996;4.722E-2;7.437E-2;0.416
20.029;4.994E-2;8.308E-2;8.135E-2
